465	44
480	37
705	52
720	45
825	57
840	50
915	52
930	45
945	44
960	37
1185	52
1200	45
1305	57
1320	50
1395	52
1410	45
1425	44
1440	37
1620	44
1680	37
1800	44
1875	52
1890	45
1905	44
1920	37
2100	44
2160	37
2280	44
2400	59
2400	37
2580	44
2640	37
2760	44
2880	53
2880	37
3060	44
3120	37
3240	44
3360	37
3540	44
3600	60
3600	37
3720	44
3840	37
4020	44
4080	62
4080	37
4200	44
4320	53
4320	59
4320	37
4400	64
4480	64
4500	44
4560	64
4560	37
4680	62
4680	44
4800	53
4800	59
4800	37
4880	64
4960	64
4980	44
5040	64
5040	37
5160	62
5160	44
5280	64
5280	37
5460	65
5460	44
5480	68
5500	65
5520	64
5520	37
5640	44
5760	37
5940	44
6000	64
6000	37
6120	44
6240	37
6420	44
6430	65
6440	68
6450	71
6460	68
6470	65
6480	64
6480	37
6600	44
6670	63
6680	60
6690	58
6700	60
6710	63
6720	64
6720	37
6900	44
6910	65
6920	68
6930	71
6940	68
6950	65
6960	64
6960	37
7080	44
7150	63
7160	60
7170	58
7180	60
7190	63
7200	64
7200	59
7200	53
7200	37
7380	44
7440	37
7560	44
7680	37
7860	44
7920	37
8040	44
8100	63
8110	64
8120	63
8130	60
8140	59
8150	56
8160	53
8160	37
8240	52
8320	52
8340	44
8400	52
8400	37
8520	51
8520	44
8640	51
8640	53
8640	37
8720	50
8800	50
8820	44
8880	50
8880	37
9000	49
9000	44
9120	49
9120	53
9120	37
9300	44
9360	37
9480	44
9600	37
9780	44
9840	37
9960	44
10080	76
10080	55
10090	74
10090	58
10100	72
10100	60
10110	70
10110	62
10120	64
10120	67
10260	44
10320	37
10440	44
10560	37
10740	44
10800	37
10920	44
11040	50
11040	53
11040	37
11120	49
11200	49
11220	44
11280	37
11400	44
11520	37
11700	44
11760	37
11880	44
12000	76
12000	55
12010	74
12010	58
12020	72
12020	60
12030	70
12030	62
12040	64
12040	67
12080	64
12080	76
12160	64
12160	76
12180	44
12240	64
12240	76
12240	37
12320	65
12320	77
12360	44
12400	64
12400	76
12480	74
12480	53
12490	72
12490	56
12500	70
12500	58
12510	68
12510	60
12520	62
12520	65
12560	62
12560	74
12640	62
12640	74
12660	44
12720	62
12720	74
12720	37
12800	64
12800	76
12840	44
12880	62
12880	74
12960	72
12960	51
12970	70
12970	54
12980	68
12980	56
12990	66
12990	58
13000	60
13000	63
13140	44
13200	37
13320	44
13440	37
13680	71
13680	50
13690	69
13690	53
13700	67
13700	55
13710	65
13710	57
13720	59
13720	62
13920	72
13920	51
13930	70
13930	54
13940	68
13940	56
13950	66
13950	58
13960	60
13960	63
14100	44
14160	37
14280	44
14400	37
14640	71
14640	50
14650	69
14650	53
14660	67
14660	55
14670	65
14670	57
14680	59
14680	62
14880	37
15000	53
15060	44
15120	37
15180	52
15240	53
15240	44
15300	55
15330	53
15345	59
15360	53
15360	37
15540	44
15600	37
15660	52
15720	53
15720	44
15780	55
15840	58
15840	63
15840	59
15840	37
15855	55
15870	53
16020	44
16080	64
16080	60
16080	37
16160	65
16160	61
16200	44
16240	66
16240	62
16320	58
16320	63
16320	59
16320	37
16335	55
16350	53
16500	44
16560	64
16560	60
16560	37
16640	65
16640	61
16680	44
16720	66
16720	62
16800	55
16800	60
16800	64
16800	67
16800	37
16880	79
16880	76
16880	72
16880	67
16960	78
16960	75
16960	66
16960	71
16980	44
17040	60
17040	63
17040	51
17040	56
17040	37
17160	63
17160	66
17160	54
17160	59
17160	44
17280	62
17280	66
17280	69
17280	57
17280	37
17360	81
17360	78
17360	74
17360	69
17440	80
17440	77
17440	73
17440	68
17460	44
17520	62
17520	65
17520	53
17520	58
17520	37
17640	68
17640	65
17640	61
17640	56
17640	44
17760	59
17760	64
17760	68
17760	71
17760	37
17940	44
18000	37
18120	44
18240	37
18360	73
18360	70
18360	66
18360	61
18420	44
18480	63
18480	68
18480	71
18480	75
18480	37
18560	61
18560	66
18560	70
18560	73
18600	44
18640	59
18640	64
18640	68
18640	71
18720	58
18720	63
18720	67
18720	70
18720	37
18840	72
18840	69
18840	65
18840	60
18900	44
18960	62
18960	67
18960	70
18960	74
18960	37
19040	60
19040	65
19040	69
19040	72
19080	44
19120	58
19120	63
19120	67
19120	70
19200	57
19200	62
19200	66
19200	69
19200	37
19320	71
19320	67
19320	64
19320	59
19380	44
19440	60
19440	65
19440	68
19440	72
19440	37
19520	59
19520	64
19520	67
19520	71
19560	44
19600	57
19600	62
19600	66
19600	69
19680	56
19680	61
19680	65
19680	68
19680	37
19860	44
19920	37
20040	44
20145	44
20160	37
20385	52
20400	45
20505	57
20520	50
20595	52
20610	45
20625	44
20640	37
20865	52
20880	45
20985	57
21000	50
21075	50
21090	42
21105	41
21120	34
21300	53
21360	66
21360	78
21360	74
21360	70
21360	65
21360	62
21360	58
21480	41
21600	34
21720	67
21720	79
21780	41
21840	34
21920	72
21920	84
21960	41
22000	69
22000	81
22080	66
22080	78
22080	70
22080	74
22080	53
22080	65
22080	62
22080	58
22200	67
22200	79
22260	41
22320	34
22400	72
22400	84
22440	41
22480	69
22480	81
22560	66
22560	78
22560	70
22560	73
22560	53
22560	58
22560	61
22560	64
22740	41
22800	34
22920	41
23040	34
23160	67
23160	79
23220	41
23280	34
23360	72
23360	84
23400	41
23440	69
23440	81
23520	66
23520	78
23520	70
23520	74
23520	64
23520	61
23520	58
23520	53
23640	67
23640	79
23700	41
23760	34
23840	72
23840	84
23880	41
23920	69
23920	81
23955	50
23970	42
23985	41
24000	34
24195	50
24210	42
24225	41
24240	34
24315	58
24330	50
24345	49
24360	42
24435	50
24450	42
24465	41
24480	34
24675	50
24690	42
24705	41
24720	34
24795	58
24810	50
24825	49
24840	42
24950	48
24960	49
24960	57
24960	41
25040	49
25040	57
25110	47
25120	48
25120	56
25120	40
25190	46
25200	47
25200	55
25200	39
25310	44
25320	46
25320	54
25320	38
25395	50
25410	42
25425	41
25440	34
25680	61
25680	57
25680	52
25680	55
25875	50
25890	42
25905	41
25920	34
26160	64
26160	60
26160	58
26160	55
26370	66
26370	60
26385	67
26385	59
26400	62
26400	68
26400	65
26400	58
26400	56
26580	41
26640	62
26640	68
26640	34
26760	76
26760	68
26760	41
26850	66
26850	60
26865	67
26865	59
26880	62
26880	68
26880	65
26880	58
26880	56
27060	41
27120	62
27120	68
27120	34
27240	76
27240	68
27240	41
27360	75
27360	67
27360	65
27360	56
27360	59
27440	79
27440	87
27520	86
27520	78
27520	66
27600	74
27600	66
27600	62
27720	65
27720	73
27720	61
27780	68
27795	61
27810	60
27825	59
27840	53
28020	68
28035	61
28050	60
28065	59
28080	53
28140	76
28155	69
28170	68
28185	66
28200	60
28305	67
28320	68
28320	75
28320	65
28320	59
28400	68
28400	75
28470	66
28480	67
28480	74
28480	58
28480	64
28545	65
28560	66
28560	73
28560	57
28560	63
28665	64
28680	65
28680	72
28680	56
28680	62
28785	60
28800	61
28800	68
28800	53
28800	59
29025	57
29040	58
29040	65
29040	50
29040	56
29505	60
29520	61
29520	68
29520	53
29520	59
29760	65
29760	61
29760	57
29760	44
29940	55
30000	64
30000	60
30000	54
30000	58
30120	56
30240	65
30240	61
30240	57
30240	55
30320	55
30400	55
30480	64
30480	60
30480	54
30480	56
30600	55
30720	65
30720	61
30720	57
30720	44
30900	55
30960	64
30960	60
30960	54
30960	58
31080	56
31380	43
31440	46
31560	44
31680	67
31680	59
31680	53
31680	37
31860	44
31920	37
32040	44
32160	37
32340	44
32400	37
32520	44
32640	37
32820	44
32880	60
32880	37
33000	44
33120	53
33120	37
33300	44
33360	62
33360	37
33480	44
33600	53
33600	59
33600	37
33680	67
33680	64
33760	64
33760	67
33780	44
33840	64
33840	67
33840	37
33960	62
33960	65
33960	44
34080	53
34080	59
34080	37
34160	67
34160	64
34240	64
34240	67
34260	44
34320	64
34320	67
34320	37
34440	62
34440	65
34440	44
34560	64
34560	67
34560	37
34740	68
34740	65
34740	44
34760	71
34760	67
34780	68
34780	65
34800	64
34800	67
34800	37
34920	44
35040	53
35040	59
35040	37
35220	44
35280	64
35280	67
35280	37
35400	44
35520	53
35520	59
35520	37
35700	44
35710	65
35710	68
35720	71
35720	67
35730	73
35730	68
35740	67
35740	71
35750	65
35750	68
35760	67
35760	64
35760	37
35880	44
35940	65
35950	64
35960	61
35970	60
35980	59
35990	56
36000	53
36000	37
36080	52
36160	52
36180	44
36240	52
36240	37
36360	51
36360	44
36480	51
36480	53
36480	37
36560	50
36640	50
36660	44
36720	50
36720	37
36840	49
36840	44
36960	53
36960	49
36960	37
37140	44
37200	37
37320	44
37440	37
37620	44
37680	37
37800	44
37920	76
37920	55
37930	74
37930	58
37940	72
37940	60
37950	70
37950	62
37960	64
37960	67
38100	44
38160	37
38280	44
38400	37
38580	44
38640	37
38760	44
38880	50
38880	53
38880	37
38960	49
39040	49
39060	44
39120	37
39240	44
39360	37
39540	44
39600	37
39720	44
39840	90
39840	69
39850	88
39850	72
39860	86
39860	74
39870	84
39870	76
39880	78
39880	81
39920	78
39920	90
40000	78
40000	90
40080	78
40080	90
40080	60
40160	79
40160	91
40240	78
40240	90
40320	88
40320	67
40330	86
40330	70
40340	84
40340	72
40350	82
40350	74
40360	76
40360	79
40400	76
40400	88
40480	76
40480	88
40560	88
40560	76
40560	60
40640	90
40640	78
40720	88
40720	76
40740	75
40755	73
40770	68
40785	65
40800	63
40800	61
40800	56
40800	53
40980	44
41040	37
41160	44
41280	37
41460	44
41520	37
41640	44
41760	37
42000	44
42240	37
42480	44
42720	25
42720	37
